name,molecule,dosage_form,date_of_approval,company,treatment_for,url,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,side_effects_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,number_side_effects,price,shop_dosis,prices_url
Tivorbex,indomethacin,Capsules,"February 24, 2014","Iroko Pharmaceuticals, LLC",Pain,https://www.drugs.com/mtm/tivorbex.html,https://www.drugs.com/mtm/indomethacin.html,Indocin,,,,,,https://www.drugs.com/sfx/tivorbex-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,2.0,$688.10,20 mg,https://www.drugs.com/price-guide/tivorbex
TOBI Podhaler,tobramycin,Inhalation Powder,"March 22, 2013",Novartis Pharmaceuticals Corporation,Cystic Fibrosis,https://www.drugs.com/mtm/tobramycin-inhalation.html,https://www.drugs.com/mtm/bethkis-inhalation.html,Kitabis Pak,,"amoxicillin, doxycycline, ciprofloxacin, cephalexin, azithromycin, metronidazole, triamcinolone",,,,https://www.drugs.com/sfx/tobramycin-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,,,
Tolsura,itraconazole,Capsules,"December 11, 2018",Mayne Pharma,Blastomycosis; Histoplasmosis; Aspergillosis,https://www.drugs.com/mtm/tolsura.html,https://www.drugs.com/mtm/itraconazole.html,Sporanox,,"fluconazole, ketoconazole, Diflucan, itraconazole, voriconazole, amphotericin b, posaconazole",,,,https://www.drugs.com/sfx/tolsura-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,14.0,"$2,497.76",65 mg,https://www.drugs.com/price-guide/tolsura
Trokendi XR,topiramate,,"August 16, 2013","Supernus Pharmaceuticals, Inc.",Epilepsy,https://www.drugs.com/mtm/topiramate.html,https://www.drugs.com/eprontia.html,Topamax,,"Qulipta, gabapentin, ibuprofen, clonazepam, lamotrigine, amitriptyline, diclofenac",6.3,"1,321",https://www.drugs.com/comments/topiramate/,https://www.drugs.com/sfx/topiramate-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Migraine Prevention  ,5.8,671,17.0,$97.78,15 mg,https://www.drugs.com/price-guide/topiramate
Toujeo SoloStar,insulin glargine [rDNA origin],Injection  - formerly Toujeo,"February 25, 2015",Sanofi,"Diabetes, Type 1, Diabetes, Type 2",https://www.drugs.com/mtm/toujeo-solostar.html,https://www.drugs.com/insulin-glargine.html,Insulin,,,3.9,45,https://www.drugs.com/comments/insulin-glargine/toujeo-solostar.html,https://www.drugs.com/sfx/toujeo-solostar-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Diabetes, Type 2  ",4.7,29,26.0,$460.78,300 units/mL,https://www.drugs.com/price-guide/toujeo-solostar
Trazimera,trastuzumab-qyyp,for Injection,"March 11, 2019",Pfizer Inc.,"Breast Cancer, Gastric Cancer",https://www.drugs.com/mtm/trazimera.html,https://www.drugs.com/mtm/trastuzumab.html,HER2 inhibitors,,,,,,https://www.drugs.com/sfx/trazimera-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,55.0,"$1,284.79",qyyp 150 mg,https://www.drugs.com/price-guide/trazimera
Triferic,ferric pyrophosphate citrate,,"January 23, 2015","Rockwell Medical, Inc.",Anemia Due to Chronic Kidney Disease,https://www.drugs.com/mtm/triferic.html,https://www.drugs.com/mtm/ferric-pyrophosphate.html,Iron products,,,,,,https://www.drugs.com/sfx/triferic-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,10.0,"$8,433.50",272 mg,https://www.drugs.com/price-guide/triferic
Triglide,fenofibrate,Tablets,"May 7, 2005",SkyePharma PLC,"Hyperlipoproteinemia, Hyperlipoproteinemia Type IIa, Elevated LDL, Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL, Hyperlipoproteinemia Type IV, Elevated VLDL, Hyperlipoproteinemia Type V, Elevated Chylomicrons   VLDL, Hypertriglyceridemia",https://www.drugs.com/mtm/triglide.html,https://www.drugs.com/fenofibrate.html,Antara,,"atorvastatin, rosuvastatin, simvastatin, Lipitor, fenofibrate, Crestor, gemfibrozil",,,,https://www.drugs.com/sfx/triglide-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,7.0,$216.48,50 mg,https://www.drugs.com/price-guide/triglide
Triptodur,triptorelin,Injection,"June 29, 2017","Azurity Pharmaceuticals, Inc.",Precocious Puberty,https://www.drugs.com/mtm/triptodur.html,https://www.drugs.com/triptorelin.html,Gonadotropin releasing hormones,,"tamoxifen, leuprolide, Nolvadex, triptorelin, Soltamox",,,,https://www.drugs.com/sfx/triptodur-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,Anti-Doping Classification,,,,5.0,"$20,922.88",22.5 mg,https://www.drugs.com/price-guide/triptodur
Trumenba,meningococcal group B vaccine,,"October 29, 2014",Pfizer Inc.,Meningococcal Disease Prophylaxis,https://www.drugs.com/mtm/trumenba.html,https://www.drugs.com/mtm/meningococcal-group-b-vaccine.html,Bexsero,,,,,,https://www.drugs.com/sfx/trumenba-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,5.0,"$1,010.57",fully recombinant,https://www.drugs.com/price-guide/trumenba
Tuzistra XR,chlorpheniramine polistirex and codeine polistirex,Extended Release Oral Suspension,"April 30, 2015",Vernalis plc and Tris Pharma Inc.,"Cold Symptoms, Cough",https://www.drugs.com/mtm/tuzistra-xr.html,https://www.drugs.com/mtm/chlorpheniramine-and-codeine.html,Upper respiratory combinations,,"prednisone, fluticasone nasal, montelukast, benzonatate, cetirizine, promethazine, diphenhydramine",,,,https://www.drugs.com/sfx/tuzistra-xr-side-effects.html,Rx and/or OTC,Risk data available,"Multiple: 3,5",Drug history at FDA,,,,,5.0,$571.37,2.8 mg-14.7 mg/5 mL,https://www.drugs.com/price-guide/tuzistra-xr
Udenyca,pegfilgrastim-cbqv,Injection,"November 2, 2018","Coherus BioSciences, Inc.","Neutropenia Associated with Chemotherapy, Neutropenia Associated with Radiation",https://www.drugs.com/mtm/udenyca.html,https://www.drugs.com/pegfilgrastim.html,Fulphila,,"Neulasta, filgrastim, Zarxio, Neupogen, Rolvedon, pegfilgrastim, Granix",,,,https://www.drugs.com/sfx/udenyca-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,5.0,"$4,405.78",cbqv 6 mg/0.6 mL,https://www.drugs.com/price-guide/udenyca
Unituxin,dinutuximab,Injection,"March 10, 2015",United Therapeutics Corporation,Neuroblastoma,https://www.drugs.com/mtm/unituxin.html,https://www.drugs.com/mtm/dinutuximab.html,Miscellaneous antineoplastics,,,,,,https://www.drugs.com/sfx/unituxin-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,41.0,"$18,259.53",17.5 mg/5 mL,https://www.drugs.com/price-guide/unituxin
Upneeq,oxymetazoline hydrochloride,Ophthalmic Solution,"July 8, 2020",Osmotica Pharmaceuticals plc,Blepharoptosis,https://www.drugs.com/mtm/upneeq.html,https://www.drugs.com/mtm/oxymetazoline-ophthalmic.html,,,oxymetazoline ophthalmic,8.0,16,https://www.drugs.com/comments/oxymetazoline-ophthalmic/upneeq.html,https://www.drugs.com/sfx/upneeq-side-effects.html,Prescription only,,Not a controlled drug,Drug history at FDA,,Blepharoptosis  ,7.8,13,3.0,$228.88,0.1%,https://www.drugs.com/price-guide/upneeq
Xuriden,uridine triacetate,Oral Granules,"September 4, 2015",Wellstat Therapeutics Corporation,Hereditary Orotic Aciduria,https://www.drugs.com/mtm/uridine-triacetate.html,https://www.drugs.com/vistogard.html,Xuriden,,"uridine, Vistogard",,,,https://www.drugs.com/sfx/uridine-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,,,
Vabomere,meropenem and vaborbactam,Injection  - formerly Carbavance,"August 29, 2017",The Medicines Company,Urinary Tract Infection,https://www.drugs.com/mtm/vabomere.html,https://www.drugs.com/mtm/meropenem-and-vaborbactam.html,Carbapenems / beta-lactamase inhibitors,,"amoxicillin, doxycycline, ciprofloxacin, ceftriaxone, Augmentin, levofloxacin",,,,https://www.drugs.com/sfx/vabomere-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,16.0,"$1,374.19",1 g-1 g,https://www.drugs.com/price-guide/vabomere
Vanos,fluocinonide,Cream,"February 11, 2005",Medicis,"Psoriasis, Atopic Dermatitis, Dermatitis",https://www.drugs.com/mtm/vanos.html,https://www.drugs.com/fluocinonide-topical.html,Fluocinonide-E,,,,,,https://www.drugs.com/sfx/vanos-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,6.0,"$1,012.23",0.1%,https://www.drugs.com/price-guide/vanos
Varithena,polidocanol,Injectable Foam,"November 25, 2013",BTG plc,Varicose Veins,https://www.drugs.com/mtm/varithena-polidocanol.html,https://www.drugs.com/mtm/laureth-9-polidocanol.html,Asclera,,"polidocanol, Asclera, sodium tetradecyl sulfate, Sotradecol",,,,https://www.drugs.com/sfx/varithena-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,4.0,,,
VariZIG,varicella zoster immune globulin,for Injection,"December 20, 2012",Cangene Corporation,Varicella-Zoster,https://www.drugs.com/mtm/varizig.html,https://www.drugs.com/mtm/varicella-zoster-immune-globulin.html,Immune globulins,,,,,,https://www.drugs.com/sfx/varizig-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,4.0,"$2,307.74",125 intl units/1.2 mL,https://www.drugs.com/price-guide/varizig
Vaxchora,"cholera vaccine, live, oral",Suspension for Oral Administration,"June 10, 2016","Emergent BioSolutions, Inc.",Cholera Prophylaxis,https://www.drugs.com/mtm/vaxchora.html,https://www.drugs.com/mtm/cholera-vaccine.html,Bacterial vaccines,,,,,,https://www.drugs.com/sfx/vaxchora-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,1.0,$299.08,Vaxchora,https://www.drugs.com/price-guide/vaxchora
Vaxelis,"diphtheria and tetanus toxoids and acellular pertussis adsorbed, inactivated poliovirus, haemophilus b conjugate [meningococcal protein conjugate] and hepatitis B [recombinant] vaccine",Suspension for Intramuscular Injection,"December 21, 2018",Merck and Sanofi,"Diphtheria Prophylaxis, Tetanus Prophylaxis, Pertussis Prophylaxis, Poliomyelitis Prophylaxis, Hepatitis B Prevention, Haemophilus influenzae Prophylaxis",https://www.drugs.com/mtm/vaxelis.html,https://www.drugs.com/mtm/diphtheria-haemophilus-b-hepatitis-b-pertussis-polio-tetanus.html,Vaccine combinations,,,,,,https://www.drugs.com/sfx/vaxelis-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,4.0,"$1,545.20",Vaxelis,https://www.drugs.com/price-guide/vaxelis
Viekira XR,"dasabuvir, ombitasvir, paritaprevir and ritonavir",Extended-Release Tablets,"July 22, 2016","Abbvie, Inc.",Hepatitis C,https://www.drugs.com/mtm/viekira-xr.html,https://www.drugs.com/cons/dasabuvir-ombitasvir-paritaprevir-and-ritonavir.html,Viekira Pak,,,,,,https://www.drugs.com/sfx/viekira-xr-side-effects.html,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,6.0,"$29,003.51",200 mg-8.33 mg-50 mg-33.33 mg,https://www.drugs.com/price-guide/viekira-xr
Vivlodex,meloxicam,Capsules,"October 22, 2015","Iroko Pharmaceuticals, LLC",Osteoarthritis,https://www.drugs.com/mtm/vivlodex.html,https://www.drugs.com/meloxicam.html,Nonsteroidal anti-inflammatory drugs,,,,,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,$910.02,5 mg,https://www.drugs.com/price-guide/vivlodex
Vuity,pilocarpine hydrochloride,Ophthalmic Solution,"October 28, 2021",AbbVie Inc.,Presbyopia,https://www.drugs.com/mtm/vuity.html,https://www.drugs.com/mtm/pilocarpine-ophthalmic.html,Isopto Carpine,,"pilocarpine ophthalmic, Qlosi",,,,https://www.drugs.com/sfx/vuity-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,6.0,$90.75,1.25%,https://www.drugs.com/price-guide/vuity
Vyondys 53,golodirsen,Injection,"December 12, 2019","Sarepta Therapeutics, Inc.",Duchenne Muscular Dystrophy,https://www.drugs.com/mtm/vyondys-53.html,https://www.drugs.com/mtm/golodirsen.html,Miscellaneous uncategorized agents,,,,,,https://www.drugs.com/sfx/vyondys-53-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2019,,,,,1.0,"$1,694.30",50 mg/mL,https://www.drugs.com/price-guide/vyondys-53
Vyvgart,efgartigimod alfa-fcab,Injection,"December 17, 2021",argenx SE,Myasthenia Gravis,https://www.drugs.com/mtm/vyvgart.html,https://www.drugs.com/mtm/efgartigimod-alfa.html,Immune globulins,,,8.0,9,https://www.drugs.com/comments/efgartigimod-alfa/vyvgart.html,https://www.drugs.com/sfx/vyvgart-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2021,,Myasthenia Gravis  ,8.0,9,13.0,"$6,527.97",fcab 400 mg/20 mL,https://www.drugs.com/price-guide/vyvgart
Vyxeos,cytarabine and daunorubicin,Injection,"August 3, 2017",Jazz Pharmaceuticals plc,Acute Myeloid Leukemia,https://www.drugs.com/mtm/vyxeos-liposomal.html,https://www.drugs.com/mtm/cytarabine-and-daunorubicin-liposomal.html,Antineoplastic combinations,,"Venclexta, vincristine, venetoclax, cytarabine, azacitidine, ivosidenib",,,,https://www.drugs.com/sfx/vyxeos-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,63.0,,,
Vyzulta,latanoprostene bunod,Ophthalmic Solution  - formerly Vesneo,"November 2, 2017","Valeant Pharmaceuticals International, Inc.","Glaucoma, Open Angle, Intraocular Hypertension",https://www.drugs.com/mtm/vyzulta.html,https://www.drugs.com/mtm/latanoprostene-bunod-ophthalmic.html,Ophthalmic glaucoma agents,,,6.4,12,https://www.drugs.com/comments/latanoprostene-bunod-ophthalmic/vyzulta.html,https://www.drugs.com/sfx/vyzulta-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Glaucoma, Open Angle  ",5.3,6,1.0,$278.37,0.024%,https://www.drugs.com/price-guide/vyzulta
Xatmep,methotrexate,Oral Solution,"April 25, 2017","Azurity Pharmaceuticals, Inc.","Acute Lymphoblastic Leukemia, Juvenile Idiopathic Arthritis",https://www.drugs.com/mtm/xatmep.html,https://www.drugs.com/methotrexate.html,Trexall,,"naproxen, methotrexate, Humira, Enbrel, adalimumab, doxorubicin, Orencia",,,,https://www.drugs.com/sfx/xatmep-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,"$1,278.41",2.5 mg/mL,https://www.drugs.com/price-guide/xatmep
Xelpros,latanoprost,Ophthalmic Emulsion,"September 12, 2018",Sun Pharmaceutical Industries Ltd.,"Glaucoma, Open Angle, Intraocular Hypertension",https://www.drugs.com/mtm/xelpros.html,https://www.drugs.com/mtm/latanoprost-ophthalmic.html,Xalatan,,,,,,https://www.drugs.com/sfx/xelpros-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,$72.68,0.005%,https://www.drugs.com/price-guide/xelpros
Xembify,"immune globulin subcutaneous, human - klhw",Injection,"July 3, 2019",Grifols,Primary Immunodeficiency Syndrome,https://www.drugs.com/mtm/xembify-subcutaneous.html,https://www.drugs.com/mtm/immune-globulin-subcutaneous.html,Cutaquig,,,,,,https://www.drugs.com/sfx/xembify-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,14.0,,,
Xenleta,lefamulin,Tablets and Injection,"August 19, 2019",Nabriva Therapeutics plc,Pneumonia,https://www.drugs.com/mtm/xenleta-oral-injection.html,https://www.drugs.com/mtm/lefamulin-oral-injection.html,Miscellaneous antibiotics,,,,,,https://www.drugs.com/sfx/xenleta-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2019,,,,,1.0,,,
Xepi,ozenoxacin,Cream,"December 11, 2017","Medimetriks Pharmaceuticals, Inc.",Impetigo,https://www.drugs.com/mtm/xepi.html,https://www.drugs.com/mtm/ozenoxacin-topical.html,Topical antibiotics,,"cefuroxime, mupirocin topical, cefadroxil, Bactroban, Ceftin, Duricef",,,,https://www.drugs.com/sfx/xepi-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,,,,5.0,$335.07,1%,https://www.drugs.com/price-guide/xepi
Xerava,eravacycline,Injection,"August 27, 2018","Tetraphase Pharmaceuticals, Inc.",Complicated Intra-Abdominal Infections,https://www.drugs.com/mtm/xerava.html,https://www.drugs.com/mtm/eravacycline.html,Tetracyclines,,"ciprofloxacin, metronidazole, clindamycin, ceftriaxone, Flagyl",,,,https://www.drugs.com/sfx/xerava-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,8.0,$786.61,50 mg,https://www.drugs.com/price-guide/xerava
Yonsa,abiraterone acetate,Tablets,"May 22, 2018",Sun Pharmaceutical Industries Ltd.,Prostate Cancer,https://www.drugs.com/mtm/yonsa.html,https://www.drugs.com/abiraterone.html,Zytiga,,"estradiol, Premarin, Xtandi, Zytiga, Casodex, Lynparza",,,,https://www.drugs.com/sfx/yonsa-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,39.0,"$11,020.27",125 mg,https://www.drugs.com/price-guide/yonsa
Yutiq,fluocinolone acetonide,Intravitreal Implant,"October 12, 2018","EyePoint Pharmaceuticals, Inc.",Non-Infectious Posterior Segment Uveitis,https://www.drugs.com/mtm/yutiq.html,https://www.drugs.com/mtm/fluocinolone-ophthalmic-implant.html,Iluvien,,"triamcinolone ophthalmic, dexamethasone ophthalmic, Humira, azathioprine, adalimumab, Eylea, fluocinolone ophthalmic",,,,https://www.drugs.com/sfx/yutiq-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,12.0,"$9,482.29",0.18 mg,https://www.drugs.com/price-guide/yutiq
Zembrace SymTouch,sumatriptan,Injection,"January 28, 2016",Dr. Reddy’s Laboratories Ltd.,Migraine,https://www.drugs.com/mtm/zembrace-symtouch-injection.html,https://www.drugs.com/mtm/sumatriptan-injection.html,Imitrex,,"ibuprofen, amitriptyline, diclofenac, propranolol, topiramate, celecoxib",,,,https://www.drugs.com/sfx/zembrace-symtouch-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,2.0,,,
Zerbaxa,ceftolozane and tazobactam,Injection,"December 19, 2014",Merck,"Intraabdominal Infection, Urinary Tract Infection, Pneumonia",https://www.drugs.com/mtm/zerbaxa.html,https://www.drugs.com/mtm/ceftolozane-and-tazobactam.html,Cephalosporins / beta-lactamase inhibitors,,"amoxicillin, doxycycline, ciprofloxacin, azithromycin, metronidazole, clindamycin, ceftriaxone",,,,https://www.drugs.com/sfx/zerbaxa-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,19.0,"$1,680.08",1 g-0.5 g,https://www.drugs.com/price-guide/zerbaxa
Zerviate,cetirizine hydrochloride,Ophthalmic Solution,"May 30, 2017",Nicox S.A.,"Conjunctivitis, Allergic",https://www.drugs.com/mtm/zerviate.html,https://www.drugs.com/mtm/cetirizine-ophthalmic.html,Ophthalmic antihistamines and decongestants,,,,,,https://www.drugs.com/sfx/zerviate-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,3.0,$250.76,0.24%,https://www.drugs.com/price-guide/zerviate
Ziextenzo,pegfilgrastim-bmez,Injection,"November 4, 2019",Sandoz,Neutropenia Associated with Chemotherapy,https://www.drugs.com/mtm/ziextenzo.html,https://www.drugs.com/pegfilgrastim.html,Fulphila,,"Neulasta, filgrastim, Zarxio, Neupogen, Udenyca, Granix",,,,https://www.drugs.com/sfx/ziextenzo-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,5.0,"$4,143.09",bmez 6 mg/0.6 mL,https://www.drugs.com/price-guide/ziextenzo
Zirabev,bevacizumab-bvzr,Injection,"June 27, 2019",Pfizer Inc.,"Colorectal Cancer, Non-Small Cell Lung Cancer, Glioblastoma Multiforme, Renal Cell Carcinoma, Cervical Cancer, Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer",https://www.drugs.com/mtm/zirabev.html,https://www.drugs.com/bevacizumab.html,Alymsys,,,,,,https://www.drugs.com/sfx/zirabev-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,54.0,$655.41,bvzr 25 mg/mL,https://www.drugs.com/price-guide/zirabev
Zynrelef,bupivacaine and meloxicam,Injection,"May 12, 2021","Heron Therapeutics, Inc.",Postoperative Pain,https://www.drugs.com/mtm/zynrelef.html,https://www.drugs.com/mtm/bupivacaine-and-meloxicam.html,Analgesic combinations,,"ketorolac, fentanyl, Toradol, bupivacaine, Sublimaze",,,,https://www.drugs.com/sfx/zynrelef-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,21.0,$166.80,200 mg-6 mg/7 mL,https://www.drugs.com/price-guide/zynrelef
Mucinex D,guaifenesin and pseudoephedrine,Extended-Release Tablets,"June 22, 2004",Adams Respiratory Therapeutics,Cough and Nasal Congestion,https://www.drugs.com/mucinex-d.html,https://www.drugs.com/mtm/guaifenesin-and-pseudoephedrine.html,Despec-SR,,"Bromfed DM, brompheniramine / dextromethorphan / pseudoephedrine, Vicks Dayquil Cold & Flu Relief, Vanacof",6.1,221,https://www.drugs.com/comments/guaifenesin-pseudoephedrine/mucinex-d.html,https://www.drugs.com/sfx/mucinex-d-side-effects.html,Rx and/or OTC,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,Cough and Nasal Congestion  ,6.1,219,1.0,$22.87,600 mg-60 mg,https://www.drugs.com/price-guide/mucinex-d
Mulpleta,lusutrombopag,Tablets,"July 31, 2018",Shionogi Inc.,Thrombocytopenia,https://www.drugs.com/mulpleta.html,https://www.drugs.com/mtm/lusutrombopag.html,Platelet-stimulating agents,,"prednisone, dexamethasone, Decadron, rituximab, Promacta",,,,https://www.drugs.com/sfx/mulpleta-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,3.0,"$8,960.00",3 mg,https://www.drugs.com/price-guide/mulpleta
Multaq,dronedarone,Tablets,"July 1, 2009",Sanofi-aventis,"Atrial Fibrillation, Atrial Flutter",https://www.drugs.com/multaq.html,https://www.drugs.com/mtm/dronedarone.html,Group III antiarrhythmics,,,6.7,43,https://www.drugs.com/comments/dronedarone/multaq.html,https://www.drugs.com/sfx/multaq-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2009,,Atrial Fibrillation  ,7.0,39,5.0,$849.80,400 mg,https://www.drugs.com/price-guide/multaq
Myalept,metreleptin,Injection,"February 24, 2014","Amylin Pharmaceuticals, Inc.",Lipodystrophy,https://www.drugs.com/myalept.html,https://www.drugs.com/mtm/metreleptin.html,Miscellaneous metabolic agents,,,,,,https://www.drugs.com/sfx/myalept-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,16.0,"$6,496.93",11.3 mg,https://www.drugs.com/price-guide/myalept
Mycamine,micafungin sodium,for Injection,"March 16, 2005",Astellas Pharma Inc.,"Esophageal Candidiasis, Fungal Infection Prophylaxis, Candidemia",https://www.drugs.com/mycamine.html,https://www.drugs.com/mtm/micafungin.html,Echinocandins,,"fluconazole, Diflucan, itraconazole, voriconazole, amphotericin b, posaconazole, Sporanox",,,,https://www.drugs.com/sfx/mycamine-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,37.0,$107.96,50 mg,https://www.drugs.com/price-guide/mycamine
Mycapssa,octreotide,Delayed-Release Capsules,"June 26, 2020","Chiasma, Inc.",Acromegaly,https://www.drugs.com/mycapssa.html,https://www.drugs.com/mtm/octreotide-oral-injection.html,Somatostatin and somatostatin analogs,,,,,,https://www.drugs.com/sfx/mycapssa-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,"$3,432.02",20 mg,https://www.drugs.com/price-guide/mycapssa
Mydayis,amphetamine mixed salts,,"June 20, 2017",Shire plc,Attention Deficit Hyperactivity Disorder (ADHD),https://www.drugs.com/mydayis.html,https://www.drugs.com/mtm/amphetamine-and-dextroamphetamine.html,CNS stimulants,,"Adderall, Vyvanse, methylphenidate, atomoxetine, Ritalin, Concerta",5.7,142,https://www.drugs.com/comments/amphetamine-dextroamphetamine/mydayis.html,https://www.drugs.com/sfx/mydayis-side-effects.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,,ADHD  ,5.7,140,6.0,"$1,198.77",12.5 mg,https://www.drugs.com/price-guide/mydayis
Mydcombi,phenylephrine hydrochloride and tropicamide,Ophthalmic Spray,"May 5, 2023","Eyenovia, Inc.",Pupillary Dilation,https://www.drugs.com/mydcombi.html,https://www.drugs.com/cons/tropicamide-and-phenylephrine.html,Mydriatics,,,,,,https://www.drugs.com/sfx/mydcombi-side-effects.html,Prescription only,,Not a controlled drug,,,,,,17.0,,,
Myfembree,"relugolix, estradiol and norethindrone acetate",Tablets,"May 26, 2021",Myovant Sciences,"Uterine Fibroids, Endometriosis",https://www.drugs.com/myfembree.html,https://www.drugs.com/mtm/estradiol-norethindrone-and-relugolix.html,Sex hormone combinations,,"norethindrone, medroxyprogesterone, Provera, leuprolide, Sprintec, Zoladex, Lupron Depot",7.9,11,https://www.drugs.com/comments/estradiol-norethindrone-relugolix/myfembree.html,https://www.drugs.com/sfx/myfembree-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Endometriosis  ,7.6,8,5.0,"$1,239.62",1 mg-0.5 mg-40 mg,https://www.drugs.com/price-guide/myfembree
Myfortic,mycophenolic acid,Tablets,"February 27, 2004",Novartis Pharma AG,"Organ Transplant, Rejection Prophylaxis",https://www.drugs.com/myfortic.html,https://www.drugs.com/mtm/mycophenolic-acid.html,Selective immunosuppressants,,"mycophenolic acid, belatacept, Nulojix, muromonab-cd3",,,,https://www.drugs.com/sfx/myfortic-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,4.0,$866.98,180 mg,https://www.drugs.com/price-guide/myfortic
Myhibbin,mycophenolate mofetil,Oral Suspension,"May 1, 2024","Azurity Pharmaceuticals, Inc.","Organ Transplant, Rejection Prophylaxis",https://www.drugs.com/myhibbin.html,https://www.drugs.com/mtm/mycophenolate-mofetil-oral-injection.html,,,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,,,,
Mylotarg,gemtuzumab ozogamicin,Injection,"September 1, 2017",Pfizer Inc.,Acute Myeloid Leukemia,https://www.drugs.com/mylotarg.html,https://www.drugs.com/mtm/gemtuzumab-ozogamicin.html,CD33 monoclonal antibodies,,"Venclexta, vincristine, venetoclax, cytarabine, azacitidine, ivosidenib",,,,https://www.drugs.com/sfx/mylotarg-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,69.0,"$10,276.57",4.5 mg,https://www.drugs.com/price-guide/mylotarg
Myozyme,alglucosidase alfa,,"April 28, 2006",Genzyme Corp.,Pompe Disease,https://www.drugs.com/myozyme.html,https://www.drugs.com/cons/alglucosidase-alfa.html,Lysosomal enzymes,,"Nexviazyme, Pombiliti, miglustat, Lumizyme, Opfolda",,,,https://www.drugs.com/sfx/myozyme-side-effects.html,Discontinued,Risk data available,Not a controlled drug, FDA approved 2006,,,,,38.0,"$1,025.96",50 mg,https://www.drugs.com/price-guide/myozyme
